beta,outlierRatio,repeat,seed,Ncorr,Ns,trueTLS,bestASBS_TLS,bestRandom_TLS,bestASBS_rotErrDeg,bestRandom_rotErrDeg,medianSample_rotErrDeg,fracSamplesBelow5Deg,fracSamplesBelow10Deg,activeCount,trueInliersActive,trueOutliersClipped,lossUFinal,lossHFinal,bestTrainFinal,bestTrainOverall
2,0.5,1,151300,1000,10000,4906.81509244918,4909.42887344597,5145.8057597253,1.05762367828596,5.56703570611385,15.4881011445798,0.0328,0.2,494,485,491,141385264,12.1949272155762,4943.97217775522,4905.88189079735
4,0.5,1,151500,1000,500,4913.0463244278,4918.65065925957,5224.23050759009,2.34112507465179,7.16929002804191,15.2903823039445,0.04,0.232,500,487,487,559489792,11.7759656906128,4928.70209364393,4901.27814206018
4,0.5,1,151500,1000,1000,4913.0463244278,4918.65065925957,5224.23050759009,2.34112507465179,7.16929002804191,15.6188035706273,0.031,0.21,500,487,487,559489792,11.7759656906128,4928.70209364393,4901.27814206018
4,0.5,1,151500,1000,2500,4913.0463244278,4918.65065925957,5224.23050759009,2.34112507465179,7.16929002804191,15.7949503588272,0.0248,0.1964,500,487,487,559489792,11.7759656906128,4928.70209364393,4901.27814206018
4,0.5,1,151500,1000,5000,4913.0463244278,4913.93159240542,5224.23050759009,0.812212282058731,7.16929002804191,15.6044244538871,0.0252,0.1936,499,486,487,559489792,11.7759656906128,4928.70209364393,4901.27814206018
4,0.5,1,151500,1000,10000,4913.0463244278,4904.04234587547,5224.23050759009,1.51080293743669,7.16929002804191,15.6442654990391,0.0285,0.1938,500,486,486,559489792,11.7759656906128,4928.70209364393,4901.27814206018
0.25,0.75,1,176125,1000,500,6319.52199275057,6335.11816409983,7551.57093447501,1.72747204042686,30.6465459171396,16.3061284479034,0.024,0.174,258,247,739,537623.5625,11.8355598449707,6332.89050617958,6318.53872625968
0.25,0.75,1,176125,1000,1000,6319.52199275057,6335.11816409983,7480.90260230425,1.72747204042686,24.7441715846692,16.4189502995683,0.027,0.165,258,247,739,537623.5625,11.8355598449707,6332.89050617958,6318.53872625968
0.25,0.75,1,176125,1000,2500,6319.52199275057,6321.52557233102,6507.05148854598,1.0938133936941,6.19420318143987,16.1977304654701,0.0224,0.1656,259,246,737,537623.5625,11.8355598449707,6332.89050617958,6318.53872625968
0.25,0.75,1,176125,1000,5000,6319.52199275057,6318.39274558688,6507.05148854598,0.704402343591162,6.19420318143987,16.126251816637,0.0248,0.174,259,246,737,537623.5625,11.8355598449707,6332.89050617958,6318.53872625968
0.25,0.75,1,176125,1000,10000,6319.52199275057,6318.39274558688,6395.96861143105,0.704402343591162,4.39578244629944,16.0881209157509,0.0255,0.1715,259,246,737,537623.5625,11.8355598449707,6332.89050617958,6318.53872625968
0.5,0.75,1,176150,1000,500,6260.02575125707,6281.52052044446,7478.28720444341,2.04436895863179,25.0919524571746,15.6548490351532,0.02,0.164,266,245,729,2389671.5,11.7358112335205,6261.02057838628,6259.83881106357
0.5,0.75,1,176150,1000,1000,6260.02575125707,6275.37035782925,7378.2105129784,2.13789109721609,20.754706646652,15.3622035800619,0.021,0.173,268,246,728,2389671.5,11.7358112335205,6261.02057838628,6259.83881106357
0.5,0.75,1,176150,1000,2500,6260.02575125707,6267.57508627912,6704.94768388439,1.61798491018619,10.3610503822131,15.6559518057443,0.024,0.178,265,244,729,2389671.5,11.7358112335205,6261.02057838628,6259.83881106357
0.5,0.75,1,176150,1000,5000,6260.02575125707,6261.42247873632,6704.94768388439,0.757439116313993,10.3610503822131,15.6845936722362,0.0266,0.1816,267,246,729,2389671.5,11.7358112335205,6261.02057838628,6259.83881106357
0.5,0.75,1,176150,1000,10000,6260.02575125707,6261.42247873632,6557.29717231765,0.757439116313993,7.82437199163782,15.7403145260767,0.0268,0.1809,267,246,729,2389671.5,11.7358112335205,6261.02057838628,6259.83881106357
